tweet_id	sentiment	content
1753274459	__sentiment__neutral	Goodnight!  Happy Mothers Day!
1750895141	__sentiment__surprise	@shesasanga um don't u already have like NINE of my paintings?!?! jk, lemme come finish that 4 u
1694928961	__sentiment__worry	Baby baby, it's gonna be all right when I'm by your side and the whole world turns against you... I ? it when my Ipod randoms BSB songs
1753852848	__sentiment__sadness	Enough already about Wolfram Alpha: The Next Google, Or the Next Cuil? http://bit.ly/6HESZ
1963875070	__sentiment__sadness	aaaaaw i want to live in the USA
1695137680	__sentiment__happiness	@luigiiiiii whatever i know you like it.  HAHAHHAH!
1960491550	__sentiment__hate	EVIL CREDIT CARD COMPANIES!!  God, and just when I was starting to *build* my credit again - I get this stupid 'ding' from them!
1965251953	__sentiment__neutral	@JayHostDC went last year. I gotta go to my friend's party tonight though.  I can never win
1695082500	__sentiment__sadness	so tired after work...but i have King's Bounty Add-on and A Vampyre Story for a evening  and X-men comixes is completely donloaded
1964150826	__sentiment__sadness	@Clumsyflic the kid that got a second chance shudnt have. mowgli didnt. gutted
1751431792	__sentiment__happiness	@ddlovato hi ya demi! im glad ur back   http://twitpic.com/4vuuy i personally love the picture! haha
1957412584	__sentiment__sadness	i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be &amp; you get emotional
1694748436	__sentiment__love	@OxygenOverdose awesome! have to take a look at them when i'm home.
1751251104	__sentiment__relief	correction...a hot coco in my NKOTB cup  what a sweety!!!!
1962003282	__sentiment__worry	@davegiumara yeah the weather ruined my plans too  i was gonna beach it up as well
1961219061	__sentiment__surprise	On the way back to dublin Omg didnt hit the bed until 530  so i am so sleepy   but once again on the road back to good ole  dublin :-p ...
1753155288	__sentiment__worry	@ ginniejean there's a lot of mojo all over the place...  yes.
1961923697	__sentiment__sadness	@MissCaseyB I know what you mean  rain sucks...
1753115878	__sentiment__neutral	need to leave now.. tweet laters
1695511468	__sentiment__love	@montelongo Hahaha! Is he snoring, too?
1960341329	__sentiment__worry	Sitting at my kids school listening to moms discuss their daughters becoming women. I feel unsafe.
1695618607	__sentiment__worry	Hey @robluketic nawwwww pity no show no more lol great while it lasted though aye   (robluketic live &gt; http://ustre.am/2w5v)
1966279219	__sentiment__happiness	passed my drivers test! i can drive!...oh wait, i don't turn 16 till october
1963706837	__sentiment__sadness	No one is bringing snacks
1957361654	__sentiment__worry	@dancinqueenie Morning! I have loads to do 2day  goin for a walk 1st to get rid of last nites haribo's
1957129667	__sentiment__neutral	L.A. said &quot;wipe the slate clean&quot; before the jelly!
1964013888	__sentiment__relief	@ashleytisdale you were great. just awesome. i was crying cuz i wanted to be there so bad
1966238684	__sentiment__worry	Oh how today sucks....
1753647034	__sentiment__neutral	@amandab_4 Morning, just checking you can still find your Twhirl
1957556471	__sentiment__worry	where has my sleep run off to??
1751143424	__sentiment__worry	Leaving the beach .. Having a great day with vicente .. We needed this time together
1962234248	__sentiment__worry	Yeah. It's sad.
1961822468	__sentiment__neutral	Downloading TF2, a mere 6.3G ... 3% nearly instantly now down to about 500KB
1957339208	__sentiment__worry	Test another update... sorry for bothering all of u guys
1695282040	__sentiment__love	@ilaxX nuuuuu, i totally love may, it's the best for me cos i was born in may
1694054399	__sentiment__relief	I've been slacking on the blips... but a nice mellow one before I go to sleep.  ? http://blip.fm/~5jcfo
1751887951	__sentiment__sadness	hey everyone, whats up? i got another hour and a half of work so tell me something you think i wouldnt know....this should be a good one
1961607424	__sentiment__worry	@thepartyChase u just got me real excited cause i thought teniece was on twitter...
1753450235	__sentiment__worry	@AubreyODay happy mommas day . ging is so lucky to have a momma like u  enjoy ur nite! luv ya
1753468231	__sentiment__neutral	Oh, time to eat and make conversation with the domestic partner.
1962654379	__sentiment__neutral	@AnnRan5 thats too bad
1752226788	__sentiment__love	@Jason_the_bear  I love  the names!
1753678984	__sentiment__surprise	hmmm i neeeddd foooddd  nd is looking forward 2 playing with the puppy 2 day nd seeing lewishhh
1753567943	__sentiment__neutral	Just got finished cleaning and putting out my mom's presents.  Happy mother's day. I'm going to sleeeeep.
1753680467	__sentiment__fun	is up for lots of revision today and then out toniight
1753294062	__sentiment__fun	@mzmraz Ha, fun! I think IÃ¯Â¿Â½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!
1961412381	__sentiment__neutral	Reading through today's paper along with some watered down coffee compliments of my 'rents...
1694293070	__sentiment__happiness	@charley_bum lol *30 minutes slow* in a sec  i was just having fun tearing down old posters and putting up new ones
1965254689	__sentiment__worry	@AdidasGoddess19 HAHA Amen! Im sooo damn hungry... And I hate knowing my weekends gonna be shit, when its supposed to be great
1965695753	__sentiment__sadness	@AyeBloodyRight no i mean 2moz. I'm workin' 7-1 in a bakers then 6-4 later in a pub
1695165268	__sentiment__relief	@jeanniere everythin's great and dandy! Thanks for asking! How're you?
1694878576	__sentiment__relief	whew finally got in to RC..
1751919407	__sentiment__neutral	Heaven- Bryan Adams
1957211180	__sentiment__worry	I dont get twitter  Someone help me!
1751784845	__sentiment__enthusiasm	Im eating a salad  and rember to comment my new myspace pictures plz?
1751986435	__sentiment__surprise	@MarijuanaDeals I have the best bestfriend in the whole world .. My Mother's Day present = ambien, klonopin and a quarter! woohoo!  smh...
1965334856	__sentiment__worry	Wow, NOT free WiFi &amp;&amp; you have to pay for parking!? Reduculous!!!
1962231640	__sentiment__worry	Pissing annoying date stamp on all my pictures. Wish I'd remembered to turn it off.
1965372970	__sentiment__sadness	asda ready meal - i don't think i'll ever be the same again
1694811541	__sentiment__happiness	Aparantly it's #starwarsday so enjoy  don't quite know what your Kent to do but be happy anywho!
1751104722	__sentiment__happiness	having a great time in kc  http://twitpic.com/4w3fi
1964118843	__sentiment__fun	@shipperz Im alive..lol ooooo  youre not here
1752565362	__sentiment__neutral	@whyinthehell Yoko Ono - Ben Lee  - ? http://lala.com/zAd It's easy.
1957406370	__sentiment__worry	My head hurts
1963167091	__sentiment__hate	Hating GCSE geography
1961927334	__sentiment__worry	Oh... I miss the Piano.
1752591906	__sentiment__relief	Working out and watching snl
1695281370	__sentiment__love	Loves Miley's song The Climb and loves the video  xxx
1751071738	__sentiment__happiness	live long and prosper
1753713454	__sentiment__happiness	Up at 6am on Sunday... Going to meet my mom for breakfast at the beach!
1964116961	__sentiment__worry	Sunburnt  Gutted! Hope it's faded by tmw!
1696217536	__sentiment__neutral	Trying to figure out how to use this twitter thing  Hahhh
1753582320	__sentiment__happiness	Goooood beer tiiiimes
1751749975	__sentiment__surprise	I dont care what kind of graphics or engines video games have nowadays. They are nothing compared to The Oregon Trail and Carmen Sandiego
1964049083	__sentiment__worry	@jeremycowart I love #polaroid - such a shame they don't make the film for it anymore
1753583741	__sentiment__surprise	@Gedankensturm Thank you  How's your daughter? And by the way, how did you get 1017 followers? :O
1753744612	__sentiment__happiness	it's nice to see my #euruko pictures (http://twurl.cc/xd1) on the big screen during a conference break
1963793579	__sentiment__empty	@lucyliz dont worry im not!!! i dont get it on my tv
1693957194	__sentiment__neutral	@lmchugh fingers crossed for you.
1964220266	__sentiment__worry	Noooooo worst news ever today my tattoo artist is moving omg what am I going to do!?!?!?!?
1960763963	__sentiment__sadness	Now I'm all sad because I'll probably never see Fleetwood Mac.
1696218459	__sentiment__sadness	@Etsy never noticed that before but you're right! guess that's because my heart is always dreaming of travel...
1962062553	__sentiment__hate	#itsucks when everyone but the one i want to text me is texting me!
1964740416	__sentiment__sadness	Just banged my bloody foot! ow
1963108201	__sentiment__worry	now feels like a dork for using the wrong Ping group
1960449455	__sentiment__neutral	Well that exam rocked...one more to go - the one we've all been dreading! Bit of revision tonight before work tomorrow
1962809561	__sentiment__surprise	i had a dream that i was going to my graduation &amp; i started crying...then i went home to take a nap &amp; missed it...then a bee stung me...
1752021691	__sentiment__surprise	Eating some ice cream cake  its bomb!
1751212862	__sentiment__neutral	listening to a Del Barrio records release. I think Cmyk music will have competition over minimal techno in madrid land.
1966439525	__sentiment__sadness	Gossip Fluffodile here. The latest? Mad night with Teg, Jack, Lou, Tess and Frey. Had a gender war. But I was v. sad for a friend also
1965543016	__sentiment__neutral	@conorravo ye it is not fare on me  x
1965087231	__sentiment__neutral	is anyone out there??  so bored at work...
1752564489	__sentiment__neutral	@jaybeecc hahaha sa una lang yan!  i started with 40 minutes ng 5k.  that was a year ago.
1958122553	__sentiment__worry	ARG! Eirtaku got hit by stupid bots. So much porn on a kid friendly site.
1752089279	__sentiment__fun	Classic JT for a Saturday evening  http://bit.ly/LrzJr
1694494661	__sentiment__neutral	@RachaelBlevins3 heyyyyyyyyyyyyyya
1965950861	__sentiment__sadness	to the people i was txting... sorry phone is dead and i can't resurrect it.  hopefully verizon will replace it and i'll it back by tonight
1694684762	__sentiment__neutral	@bagwaa  Hi, Thx for following  I teach some Chinese lessons on youtube, pls feel free to have a look www.youtube.com/ChineseLearn
1963422497	__sentiment__neutral	@scifisamurai selfupdate and clean ruby fixed that part but now its failing on rb-rubygems
1753790599	__sentiment__surprise	Just read a book called &quot;Gamer Girl&quot; and it wasn't too bad.
1694606605	__sentiment__neutral	says I'm tutoring my cousin!  http://plurk.com/p/rpp57
1963644061	__sentiment__relief	not doing relay  oh well.
1964498296	__sentiment__fun	@skotcarruth i like it
1963588292	__sentiment__love	met a cute girl at mighty taco.I'm ordering(no cheese, no sour cream, etc)&amp; she's like&quot;it's ok, I'm Vegan too!&quot;(insert hot wink)too young
1964576627	__sentiment__sadness	stupid Folkestone cinema is only showing Star Trek 3 times, damn them
1966165200	__sentiment__worry	officially has pink eye.
1963300979	__sentiment__happiness	@meeshthebeast me and dee mack talking about your baby!  She's almost all grown up!
1963157764	__sentiment__worry	@g33kguy @alisonwaring Looks like the nap will have to wait. I'm still waiting on the poor guy
1694493824	__sentiment__neutral	http://www.dothebouncy.com/smf - some shameless plugging for the best Rangers forum on earth
1694878516	__sentiment__sadness	@PeteTaylor I miss you too!!
1957617281	__sentiment__sadness	@pyroezra i really wish i could.
1694146018	__sentiment__happiness	It's raining that fine rain!!! U know the fine rain that wets you the most
1966006155	__sentiment__worry	@vmarinelliRVA Parvo sucks. So sorry pup has it.  I lost a puppy to parvo many moons back. Still sad over it. Hope he's better soon
1694313535	__sentiment__fun	@jamiewhincup Awesome effort this w/e,even if u didnt win.Good luck at Tassie
1752533566	__sentiment__happiness	is drinking. Yay!
1962005043	__sentiment__happiness	@starangel82 @darkheath @140lover Everyone's going to think I'm a gold digger  Hahahaha
1962911316	__sentiment__worry	@jennhoots Well let's be blessed together then too! Yes, I feel better, but I would be sick again though if my little was spared.
1957015287	__sentiment__neutral	@MrRathbone what about me
1694107141	__sentiment__neutral	short stack need to add some more short stack tv
1965010535	__sentiment__neutral	@MattHalveland no
1753838785	__sentiment__sadness	OOPS I meant 9412tr sorry lol
1957675601	__sentiment__neutral	Flypside - When it was good..i must creat my presentation in english  by guys ?
1753349625	__sentiment__worry	@crazyjen85 gotta love the summer
1962369755	__sentiment__fun	Carol Vorderman cancelled her interivew with me... so now I have no proof against all you non-believers!
1965836656	__sentiment__neutral	@__Jazz__  nope. Back to 8weeks .... *sigh*
1753028957	__sentiment__relief	finally leavin tha studio.Made some really really good music! Very pleased wit tha turnout  !
1958116760	__sentiment__worry	Home. Don't think i'll wake up at 5. :-p I had set an alarm for 6 in the kids' room &amp; forgot to turn it off. I feel bad about that.
1961415771	__sentiment__fun	#FollowFriday In honor of my web buddies who moved.  @warpdesign @cianan @BigToach @mikedelgado
1753274705	__sentiment__worry	words to live by  ? http://blip.fm/~5z3ij
1957516892	__sentiment__boredom	Finishing the video. Fuck me, it's so long
1752564450	__sentiment__worry	@lexjosephine I heard about your reply! im so jealous! kevin is my favorite! haha
1695965492	__sentiment__worry	got all A's
1753565743	__sentiment__love	@petewentz eerrrrrrrrr.......... no i would say not.  i heart ur background though!
1753884956	__sentiment__fun	@carocat  13:00 is kickoff. The red cars hopefully
1695251878	__sentiment__neutral	Who starts a briefing at 7:30 a.m.? People on the East Coast, that's who.
1752896036	__sentiment__happiness	I am now Vice President of Social and Cultural Affairs at Southwestern College
1694978622	__sentiment__worry	@fobchick08 You lucky girl. Tell me all about it, 'kay?
1752873466	__sentiment__neutral	@mariromani http://offf09.media140.com/?p=131  then you must have been there when these four guys sat in the rain!
1696043585	__sentiment__fun	@Perpetual_Kid May the 4th be with you
1694492699	__sentiment__happiness	Lil cuz coming round today she 5  aww  haha
1965519150	__sentiment__sadness	dont get to see my boys tomorroww.im sad
1753548451	__sentiment__relief	@laurenwhispers Greenday are coming in December
1963344507	__sentiment__fun	@BeautifulMarcy lol nttn much juss mad that its been raining all day, and to add to that i dnt think u following me..
1695107162	__sentiment__neutral	Zen-related stuff: &quot;Go with the flow.&quot; Very easy to accomplish - it started to rain, so the rain will flush me away
1752322345	__sentiment__happiness	had an awsome salad! I recommend getting the Spicey buffalo chicken salad!
1753729099	__sentiment__happiness	partying in the study room
1964712204	__sentiment__neutral	0
1752962533	__sentiment__surprise	@darealTinaT Hey Love!!!
1962926464	__sentiment__worry	Ohai wilkes barre--scranton exit!  estimated arrival time: 7:22. TOO FAR AWAY.
1751359666	__sentiment__love	@evansdave thanks man!  I appreciate it!  You rock sir.
1962803822	__sentiment__fun	@princesspooh90 Yeah but it doesn't sound indie enough  i need2learn some other tunes and then pick up mo style =] 1hour! I'll c u then ;)
1966093504	__sentiment__hate	@DrPostALot  sucks
1960753996	__sentiment__sadness	@shutupandspinx3: yay! Lol. Now I know how you felt when I was gone.
1961874243	__sentiment__worry	my twitter looks funny  someone help!
1962201539	__sentiment__neutral	revising for exams
1696135315	__sentiment__happiness	@imjustcreative having a F**Kin' great day over there Graham isn't it
1753051905	__sentiment__hate	samberg and timberlake collaboration; dick in a box
1961748846	__sentiment__worry	@top5jamaica yeah man, they brought it back on the market a couple years ago...it scarce through
1957209188	__sentiment__happiness	ah thats better snow patrol! now to be stuck indoors  still weekend coming up and fresh air excellent hope its sunny!
1751854650	__sentiment__neutral	@kid_twist86 strip club is picking up!
1752383338	__sentiment__sadness	@_peanut_ Thank you. Now we'll just have to see how long it takes me to finish the damn thing.
1695964433	__sentiment__neutral	Just uploading photos from the cell...nothin like true candid-ness!
1964752434	__sentiment__worry	I've recently gained this highly sad feeling when I say goodbye to someone who I won't see ever again. Even if I barely know them!
1694034316	__sentiment__neutral	@RobKardashian Hi Rob!
1958042421	__sentiment__sadness	im so hungry and i have nothing to eat
1966108222	__sentiment__neutral	Crazy Legs is peepin @nina_parks at the pool hahaha She likes graf writers, not b-boys, sorry
1751819014	__sentiment__relief	just got out of the shower.. man i feel good..
1964088605	__sentiment__fun	Leaving L.A.  but had so much fun!
1695804788	__sentiment__sadness	apparently im not getting drives to school in the morning anymore? well my dad left so no school for me this morning.. watching twilight
1694256890	__sentiment__worry	Have been practicing for the last 40 minutes. I don't think 40 minutes will suffice for 7-days worth... More later
1964714091	__sentiment__worry	I can't sleep... And now????
1753728192	__sentiment__worry	Hey Stu did you see the cool 'family' picture on Jess' facebook?  Soo good to see You All
1695407682	__sentiment__happiness	@goofygeorge You are totally welcome to come hang out on my wiki  Do it, do it!
1751036340	__sentiment__relief	Whew.... finally home after putting in some hours in the lab. Watching Catch Me if You Can and eating cheese and grapes. Good night
1957424442	__sentiment__relief	is finally gotten online after logging 200km over the last two days on errands as the family driver  http://plurk.com/p/wxz12
1753050839	__sentiment__love	@iNanz bet sexy; i added u on myspace!
1753773643	__sentiment__happiness	@ManBag79 awww I love me some charlies  we are enjoying some lucky food LOL
1753484308	__sentiment__love	in Newcastle enjoying the family  With mum on mother's day for the 1st time in years!
1962209891	__sentiment__sadness	@LimeIce On the way home dood.. Dont think the crappy vodafone gprs can handle yaymen.com
1750896698	__sentiment__happiness	@CloneCommander *Everything* is better with lightsabers
1753662830	__sentiment__worry	@Dina_Vinson no need to worry. I'll be by your side
1962435751	__sentiment__surprise	wow their is no pancake mix
1957663654	__sentiment__worry	@MadamSalami i had to get the same sized jeans, i couldnt get my hips into the 14's
1694625119	__sentiment__surprise	@kate38381849 haha, yeah i meant mall! -winks back-
1966353422	__sentiment__worry	Just got a shot on my arm. Eww.
1964020008	__sentiment__worry	Ohhh me, i am rather bored. How can a friday night be soo boring!
1752940524	__sentiment__surprise	SNL w/ Justin Timberlake
1694127704	__sentiment__love	@jtimberlake Love Sex Magix it's cool!!... great rhythm!!!
1964364330	__sentiment__neutral	the dates of the hockey games were confused they're next week
1694836461	__sentiment__relief	@rhyanoutrageous thank you
1694292073	__sentiment__neutral	@dragonflly93 I'm writing more fanfic.
1957095452	__sentiment__surprise	@fiercebanana there's relisting fees when you don't complete a sale?  that sucks!
1964641669	__sentiment__sadness	@Itxi_Itx no credits for me unfortunately!
1963028094	__sentiment__worry	@EeepersChoice I'd rather she not, if she's going to destroy them.
1753031741	__sentiment__love	@REALConformist I loveeee cashis  ms. Jenkins is my shitttt!!!
1964029848	__sentiment__happiness	@leighannirvine Thanks hun! I'm wearing my new goldmine e/s and big false lashes, but it doesn't show!
1751068825	__sentiment__neutral	Takes the 554 to Willoughby, St. Nelle, Glie, Old Oak Center, The Big Mall.  So many places to choose from....
1694493621	__sentiment__relief	@DHughesy so make the most of it  enjoy
1753482692	__sentiment__happiness	@lilbumbles Happy Mother's Day to the only mother I have on my list!
1960584360	__sentiment__worry	Wanna know a not fun way to wake up? Having a panic attack and not being able to breath for no fucking reason, that fucking sucked
1965474037	__sentiment__relief	K, just finished my last 2 clients for the night. Going home alone  Thats ok I need to be alone, must find inner peace.
1964975605	__sentiment__sadness	@mathewhulbert There's very few film/TV jobs, especially in WMids. And I can't afford to move away yet!  Sorry, I missed you on 107.3!
1966269812	__sentiment__hate	said final farewells to roommate.  almost finished packing then it's dc or bust on the 3rd. california: i divorce you x 3!
1694748849	__sentiment__love	I'm dying to see the reaction on their faces  .. its going to be FUN gedan begad
1961175640	__sentiment__love	Countdown to launch! June 2nd is oh so temptingly close ... If only my lovely puter weren't so faaaaar away
1753853725	__sentiment__sadness	@codelust @prolificd caught me at lunch today... you were correct of he stalking me
1753758421	__sentiment__neutral	@Tom_El_Rumi I just do English with them. Half my conversation is in English anyway - fii mushkila ma'a al modem wa al router
1960145634	__sentiment__hate	I can't think of a way to express in 140 chars how disspointed I am with the advertising on Lifehacker's Why I Didn't Buy A Mac article.
1965315531	__sentiment__fun	i wish i could teach my dog how to play xbox!  alas...no thumbs
1964545388	__sentiment__sadness	i'm so hungry
1960211444	__sentiment__sadness	@mycaricature My pleasure and sorry to hear about the pollen thing
1694331335	__sentiment__happiness	just got Home from school!  it was fun ) oh btw its a music school.
1964206653	__sentiment__neutral	It's raining at seaworld
1694644524	__sentiment__worry	@bsweens haha they might! good luck if you're taking it as well  i'm hoping I get a 1 for putting my name down
1964705707	__sentiment__worry	@Bill_Nye why so quiet lately?
1966320513	__sentiment__worry	You know when your FAT when someone points it out.  ugh...what an aweful day... I feel like breaking down.
1965458747	__sentiment__neutral	I seem to have run into a bit of a keychain issue.  User differs on /Library/Keychains/System.keychain, should be 501, owner is 0
1961970254	__sentiment__sadness	@world_of_max Sadly, no. Now David Tennant has left I don't particularly want the job anyway
1965448093	__sentiment__surprise	nothing.. just looking for me a car. im haven no luck at all!
1964205698	__sentiment__neutral	@oyfreakinvey ME TOO UGH
1694107135	__sentiment__sadness	: I love camp fires  I just wish the kids would try a bit harder to sing along
1966410461	__sentiment__worry	i want to see ephraim zenh tomorrow! a lot. but can i find a sitter? wtf? why does everyone have plans? it's only saturday night...sigh.
1696135368	__sentiment__worry	ahhh bank holiday slept late now going to dinner in my sisters whos a real &quot;monica&quot;  hahah and im late il get cold dinner now
1752124118	__sentiment__happiness	@tncc24 - so sweet  why aren't you out livin' it up this saturday night?
1751607325	__sentiment__love	@evlover0327 You are extremely clever my dear.
1694665518	__sentiment__happiness	is going to relax and chill out tonight ... back to work tomorrow after a week off ... least I had a fun time with the girlfriend ...
1963091044	__sentiment__sadness	@Ziggy420 my friday feels boring too. no time for fun today and not so much in the mood for it either
1753136854	__sentiment__worry	Happy Mother's Day to all the beautiful Moms out there.  (I'm kind of a Mom, i think my little pup counts!  )
1694905707	__sentiment__love	@CTVCanadaAM ... sounds like Jeff has the best job in the world!
1695028505	__sentiment__surprise	@thurstyturtle HA ha - how much?  Thanks for starting to follow me.
1960341449	__sentiment__surprise	@sallyinnorfolk I have to spend lots of  our money on a new boiler...great!!! Not so lucky hey
1752673921	__sentiment__love	@political_queen like it
1752288411	__sentiment__fun	@Werby76 oh suuuuuuuure...rub it in why don't ya!!!!!!!!! LOL Enjoy!
1753869591	__sentiment__relief	ps liam we're going to look like tools on the train to the city  hopefully we can scare some old people
1695029092	__sentiment__happiness	@MrMarketingMan Thanks for the movie review!
1753552122	__sentiment__fun	Mexican coca cola in a bottle. New favorite thing.  No high fructose corn syrup....  sugar is so awesomely old school.
1751714061	__sentiment__love	@kikkitigerwolf @FranciscoIV Oh, and the fan is put together &amp; love it!
1963102508	__sentiment__worry	walking past the school i went to junior high in as it's being torn down
1753177311	__sentiment__love	@indigofish911 Ooooh! I thought eggos were some kind of synthetic egg or egg sustitute or something. You crazy Americans
1695375122	__sentiment__worry	@ambernclark babe i'm just fuckin around!  just bored!  no need to worry
1696176218	__sentiment__love	@MarieLuv  YOU MAKIN' ME HORNY
1963041448	__sentiment__hate	@ZRHERO wont work!  and it keeps disconecting my pod.. :@ I officially hate it now.
1752382073	__sentiment__love	Home at last HAPPY MOTHERS TO ALL THE MOTHERS Special thanks to my father he bought me tulips so did my princess  adult swim time (anime)
1966034443	__sentiment__worry	Working on a Friday night
1694811488	__sentiment__worry	@fawn_s  Accept it, you can't do anything, can you?
1966196733	__sentiment__boredom	Not gonna lie, i'm going to miss high school lunches. A lot. Damn.
1965085118	__sentiment__neutral	@JessDubb u would put it up once I am off work
1966195155	__sentiment__sadness	@survivorqueen I can't shes taken my keys to muh car.
1962602666	__sentiment__neutral	Filling out paperwork.
1961369135	__sentiment__love	i love mandy moore so much  and also angela
1962605094	__sentiment__worry	Why doesn't Rob tweet anymore?
1694089816	__sentiment__happiness	@gi_ri_ja good morning, It's nice to see you!
1957606490	__sentiment__worry	very malakas ang ulan. how will i go to fort
1960585785	__sentiment__worry	Well can ya please send some luvin to @JonathanrKnight   im sensing deep fiery anger surrounding his presence right now...
1960669699	__sentiment__neutral	@OfficialBabyV : yes she got all lovey with him&amp; he returned the love&amp;1thing led2 another&amp;  also @BrittanySnow wants2 know y ur mad at her
1752871761	__sentiment__surprise	OMG.. THIS ONE??? YESSSSS love this Danny song
1961287802	__sentiment__sadness	Finally got a call for marriage counseling 3 days late....
1965314898	__sentiment__hate	exhausted, but forced into attending a lock-in
1965734898	__sentiment__neutral	@ceciliabedelia i know so lame
1958119099	__sentiment__sadness	@gemmak500 Know exactly what you mean  I've lost too many friends. I do feel for you all
1965815448	__sentiment__empty	Legend of Inotia ??????? ??????. ?????? ???????. ???? ??????? 31? ?????, ????? ?????? ???. ????????? ???? ?????? ????? ??????? ??????????
1751466251	__sentiment__love	shawty next to me like hella good oowwwww
1695341233	__sentiment__happiness	@C64Takeaway that is a great remix of it. Double Wow!
1962976161	__sentiment__sadness	Best day at work, best weekend ahead. Hopefully I will have someone to go to USC with...
1960958148	__sentiment__sadness	@AyeshaM13 bored in class. I wanna go home.
1695222409	__sentiment__worry	@Sweet_Cake just  little stomach bug, nothing serious
1960818403	__sentiment__worry	http://pinkpawsforlife.org/ - pets get cancer too.
1695963922	__sentiment__neutral	rmbr the time when we torned for the night in sentosa? I was the only one who didnt have to spit out the &quot; 3 unknown facts&quot; abt myself
1751643123	__sentiment__neutral	@tonysarti is it in crowntown? i think i may just meet you there? let me get ready and ill let you know
1957742079	__sentiment__surprise	why am i awake?
1962240446	__sentiment__sadness	I think I'm gonna try to go vegetarian again....and no soda and majorly cutback on beer...too many carbs....but its so yummyyy
1752617839	__sentiment__neutral	Venti Black Ice Tea with 8 pumps of classic
1957053338	__sentiment__surprise	@justintevya - dude i just saw your SF pics. looks like your mini excursion was pretty kick ass! didn't see any sun while i was there tho
1963315851	__sentiment__neutral	@mileycyrus I'M A JUMP OFF A BRIDGE... NOT REALLY, BUT I WANT TO VOTE  TELL THEM TO FIX IT, JUST 2 MORE DAYS YOU NEED TO WIN
1957166454	__sentiment__surprise	Josh just called me a big bucket of ugly  wish me luck for my audition tweets!
1694185054	__sentiment__neutral	@chirstey Gratiss
1965860289	__sentiment__worry	Hmm, no holga for me probably
1957377376	__sentiment__worry	sad that she didn't get to see Rica before she leaves later today..
1694533027	__sentiment__love	@aaraddict #MusicMonday I agree it's just an excuse for me to tweet music for hours on end
1694954158	__sentiment__fun	Is getting her new double yellow volkswagen beetle.  happy star wars day.
1963608695	__sentiment__hate	oh no, gotta fillout more paperwork for my new job, daayum, this is going to take a while!
1961128587	__sentiment__sadness	My job sucks!!!
1966229109	__sentiment__worry	So glad the days almost over... Another nite of me nd my pain pills alone at the crib lol. Ughh I wish this weekend was over alreadi!
1753195595	__sentiment__surprise	@slicedlime That your blog? - didn't realize I was following the blogger on my RSS feed! Great idea btw
1753136262	__sentiment__neutral	@robineccles Yes,  by 16 minutes now.
1961541199	__sentiment__relief	Went to get my car inspection sticker got gigantic red R one. Just keep piling it on. I can take it. Don't worry about me. I'll be ok.
1966218586	__sentiment__worry	Vent:  No one cares
1961925259	__sentiment__hate	Oh god, I want to blow up my tooth. It hurts.
1966002211	__sentiment__relief	At natalies just finished work. Had the most AMAZING peanut butter sandwhich EVER. &lt;3333 I miss your faceeee
1694348182	__sentiment__love	@lynajonas http://twitpic.com/4fnaa - haha love you two girl
1753855279	__sentiment__worry	13 hours til i'm on a plane. Ahhh yay
1752052799	__sentiment__happiness	The horoscopes website I use has all changed around  I like it!
1962934212	__sentiment__worry	@krystynchong Your still thinking?  Cheer up Buddy )
1695002020	__sentiment__fun	@protoslag - well, look who's tweeting.
1752987153	__sentiment__fun	@jamiedelaine the wedding was amazing and I'm not gonna lie... I can't wait to see the pics either!
1965009613	__sentiment__love	My Boy is leaving for the Summer, Going to stay with the Grandparents.. I'm gonna miss him!!
1964842064	__sentiment__hate	@xxxqueenteexxx sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!
1753094086	__sentiment__worry	...and for the record...this is the best its ever felt not to cross anything off my &quot;to do&quot; list at the end of the day
1964207345	__sentiment__sadness	my baby man is 4 years old a week today  he's growing up too fast.....
1962660969	__sentiment__neutral	has been told shes not allowed in the sun tomorow!  either that or wear sun cream!
1957032051	__sentiment__neutral	@princess_oats this is happening to me too
1696218599	__sentiment__relief	is done with classes for her freshman year.
1753216170	__sentiment__neutral	@hosea24hours I'm still on the bandwagon. Figured I've been on this ride so far, might as well see what happens.
1962525793	__sentiment__worry	@rantingteacher No, rather we're OMG it's nearly Monday
1957440078	__sentiment__sadness	And apparently I misplaced my iPod, the 30 gb
1753135434	__sentiment__happiness	Word to all those i call mom, and there are a lot of yall.. HAPPY MOTHERS DAY  i love you all!
1961993610	__sentiment__worry	@iamdiddy including myself... guess umma be partying alone yet again...lol..
1962370224	__sentiment__sadness	@AlexisTai please don't roll your eyes. I can't handle that.  *cries*
1966405320	__sentiment__fun	I haven't gone sheesha smoking in a loooong time  Maybe tomorrow? &gt; *starts planning*
1966107136	__sentiment__neutral	Writing reports....
1753292685	__sentiment__happiness	feels at home to be back at church
1753772803	__sentiment__happiness	@davidleibrandt good to know you had fun
1751212916	__sentiment__fun	@Sweetcakes16 lol well i learned somethin new  thx !
1961658831	__sentiment__worry	@JoJolike i tried phoning you
1966252695	__sentiment__sadness	Misses JP  I do not know what to do and iv given myself a headache thinking about it, just makes me want to cry
1693997542	__sentiment__love	@MFlanders no I like be able to say it and it be the truth. Instead of some magical mystery tour I get led on.
